Productcode;Barcode;Artikelcode;Productcode leverancier;Tags;Grading
6095816344062;8720648259623;2950026669386;2950026669386;Grading;| Deksel kapot, apparaat werkt niet, kop defect met losse draad, water lekt, geen stoom | Lid broken, device not working, head defective with loose wire, water leaking, no steam | ?????? ?????? ?????? ?? ????? ????? ???? ?? ??? ?????? ???? ???? ?? ???? ???? |
6095816344212;8720922101075;;2950042556127;Grading;"| Apparaat laadt niet op, geeft alleen “188” weer, werkt niet op telefoon. | Device does not charge, only shows “188”, does not work on phone. | ?????? ?? ????? ???? ??? ""188""? ?? ???? ??? ??????. |"
6095816344484;8720929624232, 2950061241226;;;Grading;In elkaar klikken van de stang, pinnetjes | Clicking the rod together, pins | ????? ?????? ????? ????????
6095816344597;8721022431239;;;Grading;| Waszak ontbreekt, product incompleet | Laundry bag missing, product incomplete | ??? ?????? ?????? ?????? ??? ????? |
6095816344619;8720865541327;;;Stootrand, Grading;Controleer product op beschadiging door deuken in toestel ondanks onbeschadigde verpakking | Check product for damage due to dents in device despite undamaged packaging | ???? ?? ?????? ????? ?? ??? ???? ???? ???????? ?? ?????? ??? ????? ???????
6095816345694;4260714830867;FTRP-SW-16;FTRP-SW-16;Grading;Controleer product op defect en incompleetheid doordat onderdelen ontbreken, rits kapot is, materiaal beschadigd en product niet passend of verkeerd gemonteerd is geleverd. | Check product for defect and incompleteness as parts are missing, zipper is broken, material is damaged and product is delivered incorrectly assembled or not fitting. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ??? ??????? ?????? ??????? ????? ??????? ????? ??? ????? ?????? ???? ??? ???? ?? ??? ?????.
6095816345706;4260714832120;KRONOS-SWR-S100-15;KRONOS-SWR-S100-15;Grading;| Incompleet | Incomplete | ???? |
6095816345718;4260714830928;LT-HR-SW-04;LT-HR-SW-04;Grading;Beschadigingen + Compleet? | Damaged + Complete
6095816345752;4260714830775;MV-FS-SW-ZA-04;MV-FS-SW-ZA-04;Grading;Controleer product op defect en incompleetheid doordat slot niet opent met standaardcode, mechanisme vastzit en onderdelen beschadigd of niet functioneel zijn. | Check product for defect and incompleteness as the lock does not open with the default code, the mechanism is stuck and parts are damaged or not functional. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ????? ?? ???? ?????? ????????? ??????? ????? ???????? ????? ?? ??? ????? ?????????.
6095816345842;3BLD DC - 8720865025353;;;Grading;Spuit niet + Wateronderuit | Does not Spray + Water comes out of it below |
6095816345843;8720604887990;;;Grading;| Product gedeukt aan rechts, stickersporen links boven/onder, ondereremmer scheef, automatiek/deksel werkt niet. | Product dented on right, sticker marks top/bottom left, bottom bin misaligned, automatic/lid not working. | ?????? ???? ?? ?????? ??????? ???? ?????? ?? ??????/?????? ??? ??????? ??????? ??????? ?????? ???????/?????? ?? ????. |
6095816345856;3BLD - 8720865025360;;;Grading;Controleer product op defect en incompleetheid doordat opzetstuk, handleiding en wandbevestiging ontbreken, het product gebruikt en vies is geleverd en de stofzuiger niet oplaadt en foutcodes E4 en E5 aangeeft. | Check product for defect and incompleteness as attachment, manual and wall mount are missing, the product is used and dirty, and the vacuum does not charge and shows error codes E4 and E5. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ?????? ????? ????????? ????? ?????? ???????? ??? ????? ?????? ???????? ???????? ??? ???? ??????? ????? ???? ????? E4 ?E5.
6095816345954;8717479108565;;CD828AA;Grading;USB-C poort en kabel
6095816345968;8721055882367, 8719324937887;;;Omdoos, Grading;Kapot of beschadigd - Defect or Damaged - ????? ?? ????
6095816345979;8717774694985;;;Grading;| Product defect: werkt niet, lampjes aan, maar functie (massage) doet niets. | Product defective: does not work, lights on, but function (massage) does nothing. | ?????? ?????: ?? ????? ??????? ????? ??? ??????? (???????) ?? ????. |
6095830638675;3ACH-8721082177078;;;Grading;| Stofzuiger defect: gaat niet aan/uit, borstel draait niet, lampje/display werken niet, adapter ontbreekt, geen PRO-model, product incompleet. | Vacuum defective: does not turn on/off, brush not spinning, light/display not working, adapter missing, not PRO model, product incomplete. | ??????? ?????????? ?????: ?? ????/???? ???????? ??????? ?? ????? ???????/?????? ?? ????? ?????? ?????? ??? ???? PRO? ?????? ??? ?????. |
6095830638925;8721161361336;;5051;Grading;| Afstandsbediening werkt niet, lampen kleuren werken niet correct, ventilator functies defect. | Remote control not working, lamp colors not correct, fan functions defective. | ???? ?????? ?? ??? ?? ????? ????? ???????? ??? ?????? ????? ??????? ?????. |
6095830638949;5419980162519, 2950020088060, 05419980162519;;2950020088060 ;Grading;Controleer product op defect en incompleetheid doordat het niet oplaadt, direct uitvalt, onderdelen kapot zijn en product gebruikt en beschadigd is geleverd. | Check product for defect and incompleteness as it does not charge, shuts down immediately, parts are broken and the product is delivered used and damaged. | ???? ?? ?????? ????? ??? ???? ?????? ??? ??? ?? ???? ?????? ?????? ????? ??????? ?????? ??? ????? ?????? ???????? ????????.
6095830638982;5430002699059, 2950021115987 ;;2950021115987 ;Grading;Controleer product op defect en beschadiging doordat de bloeddrukmeter niet oppompt, foutmeldingen geeft en niet functioneert met batterij of stroom en gebruikt lijkt. | Check product for defect and damage as the blood pressure monitor does not inflate, shows errors and does not function with battery or power and appears used. | ???? ?? ?????? ????? ??? ???? ??? ?? ???? ???? ??? ???? ?? ????? ?????? ????? ??? ???? ????????? ?? ???????? ????? ????????.
6095830639476;3LFG -8720195250241;;;Grading;| Product veroorzaakt kortsluiting, beker maakt geen contact door afgebroken pinnetje, messen draaien niet, contact afgebroken, apparaat werkt niet, chroom laat los. | Product causes short circuit, jar does not connect due to broken pin, blades not spinning, contact broken, device not working, chrome peeling. | ?????? ???? ????? ?????? ?????? ?? ???? ???? ???? ?????? ??????? ?? ????? ??????? ?????? ?????? ?? ????? ?????? ??????? ?????. |
6095830639480;8720256690757;;2950045509380;Omdoos, Grading;Beschadiging + warm? - Damaged getting warm
6095830639488;8720256690825;;2950054239926;Grading;Let op inclusief afstand bediening. Watch out including remote control.
6095830639490;8719327169612, 2950025846450, 8720256690276;;2950013138031;Grading;Gebroken bladen - broken turbine - incompleet
6095830639518;8720254095578, 2950016337424;EV01578;EV01578;Grading;Controleer product op defect doordat het niet aangaat, foutmelding geeft, verbinding verliest en niet correct meet of opslaat. | Check product for defect as it does not turn on, shows errors, loses connection and does not measure or store correctly. | ???? ?? ?????? ????? ??? ??? ??? ?? ???? ????? ????? ????? ??????? ??? ???? ?? ???? ???? ????.
6095830639530;8720828067529, 2950040353032;EV09529;EV09529;Grading;Controleer product op defect. | Check product for defect. | ???? ?? ?????? ????? ???.
6095830639645;8719324937825;;CO230823-2;Grading;| Rotatiewiel draait niet, stofzuiger stopt direct na starten, accu werkt niet correct. | Rotation wheel not spinning, vacuum stops immediately after starting, battery not working properly. | ???? ??????? ?? ????? ??????? ????? ??? ???????? ???????? ?? ???? ???? ????. |
6095830639677;8720892492814;;BR-2222;Grading;| Wordt niet warm, kachel defect, blaast alleen koude lucht, geluid hard | Does not heat, heater defective, only blows cold air, loud noise | ?? ????? ??????? ?????? ??? ?????? ?????? ???? ????? ????? |
6095830639871;4260563031378;OPTI TT-FD14;OPTI TT-FD14;Grading;| Droogroosters vallen uit geleiders, timer werkt niet correct, oven onbruikbaar. | Drying racks fall out of guides, timer not working properly, oven unusable. | ???? ??????? ???? ?? ??????? ?????? ?? ???? ???? ????? ????? ??? ???? ?????????. |
6095830640137;3LFG- 2950032260188;;;Grading;Controleer reservoir heeft gat, apparaat geeft geen water en is verroest en kan niet los | Check reservoir has hole, device gives no water, is rusted and cannot be detached | ???? ?? ?? ?????? ?? ??? ??????? ?? ???? ??? ??? ??? ??? ???? ????
6095830640922;6934177750427;;;Grading, IBOOD High Returnrate;Apparaat connect niet met telefoon | Device does not connect to the phone | ?????? ?? ???? ???????
8720195258278;8720195258278, 3LFG - 8720195258278;;;Grading;| Handvat los, afsluitdopje valt eraf, overal krassen, vies, roest onderkant, apparaat gaat niet aan of reageert niet. | Handle loose, cap falls off, scratches everywhere, dirty, rust on bottom, device does not turn on or respond. | ?????? ?????? ?????? ????? ???? ?? ?? ????? ????? ??? ?? ??????? ?????? ?? ???? ?? ?? ??????. |
8721055565085;8719992795604;;2950060854830;Grading;| Product defect: lekt bij opzetstuk, foutmeldingen (ER2), laad niet op, batterij defect, water-/gebruikssporen, incompleet. | Product defective: leaks at attachment, error messages (ER2), does not charge, battery defective, water/use marks, incomplete. | ?????? ?????: ????? ??? ??????? ????? ??? (ER2)? ?? ????? ???????? ?????? ?????? ???/???????? ??? ?????. |
8721161361482;8717479097425;GP509XX;GP509XX;Stootrand, Grading, Damaged;Beschadigd - Damaged - ????
8721161361576;8720167430428;;;Grading;| Zwaar beschadigd, poten afgebroken. | Severely damaged, legs broken off. | ????? ????? ?????? ??????. |
8721161361723;8013183086411;;;Grading, IBOOD High Returnrate;Schade / Gebroken
8721161361824;4066529127266;;;Stootrand, Grading, IBOOD High Returnrate, High Selling Price;Plastic gescheurd - Pastic items damaged - ??????? ????
8721161361834;8720604885644;;;Grading, IBOOD High Returnrate;stof gescheurd - Fabric damaged - ????
8721161361929;5901238258346;;;Breekbaar sticker plakken, Grading, IBOOD High Returnrate;| Scharnier en ophangpunt gebroken. | Hinge and mounting point broken. | ??????? ????? ??????? ??????. |
8721161362924;8721055565482, 2950073226938;;;Grading;Zorg dat alles in elkaar is geklikt en werkt | Make sure everything is clicked together and works | ???? ?? ?? ?? ??? ????? ???? ?????
8721161362932;8435484053020, 053022104502463;;;Grading;Controleer product op defect en incompleetheid doordat bediening loszit, afstandsbediening ontbreekt, apparaat niet werkt en onderdelen afgebroken zijn. | Check product for defect and incompleteness as the control panel is loose, remote control is missing, the device does not work and parts are broken. | ???? ?? ?????? ????? ??? ???? ?????? ??? ?? ???? ?????? ?????? ????? ?????? ?? ??? ????? ??????? ?? ???? ?????? ??? ??????.
8721161363113;8721249701009;;8721249701009;Grading;| Ventilator werkt niet, plastic rondom motor gebroken, handleiding ontbreekt | Fan not working, plastic around motor broken, manual missing | ??????? ?? ????? ????????? ??? ?????? ?????? ?????? ????? |
8721161363179;4260563033747;;;Grading;| Mixkom gebarsten, stuk uit kom. | Mixing bowl cracked, piece missing. | ???? ????? ?????? ???? ??????. |
8821055565457;3LFG-8720195256830;;;Grading;| Handvat gebroken, voorwiel scheef, as onderstel afgebroken. | Handle broken, front wheel misaligned, chassis axle broken. | ?????? ?????? ?????? ???????? ?????? ???? ?????? ?????. |
8821055565492;8721055564881;;;Omdoos, Grading;Gaat niet aan - Does not work - ?? ????
8821055565769;8720865541310;;;Grading;| Doos beschadigd, rijstkoker handvat gebarsten/ingedeukt | Box damaged, rice cooker handle cracked/dented | ??????? ????? ???? ???? ????? ??? ?????? ?????/???? |
8821055565787;8720828067505, 2950039812465;NO07505;NO07505;Grading;| Gaatje in paraplu, plastic stripje los, metalen haken blijven haken | Hole in umbrella, plastic strip loose, metal hooks catch | ??? ?? ??????? ?????? ?????????? ?????? ???????? ???????? ???? |
8821055566035;8720589774421;;;Grading;| Stoomreiniger defect en gevaarlijk: waterreservoir klikt niet vast, lekt, stoom komt uit handvat/knoppen, handvat wordt extreem heet, onderdelen los, product gebruikt, borstel en doek vuil, incompleet. | Steam cleaner defective and dangerous: water reservoir does not click in, leaks, steam comes out of handle/buttons, handle extremely hot, parts loose, product used, brush and cloth dirty, incomplete. | ???? ?????? ???? ?????: ???? ????? ?? ????? ?????? ?????? ???? ?? ??????/???????? ?????? ???? ???????? ??????? ??????? ?????? ??????? ??????? ??????? ??????? ??? ?????. |
8821055566049;8721055881391;;;Grading;Controleer product op defect en beschadiging doordat de machine niet start, niet functioneert, lekt, sterke gebruikssporen en wasmiddelresten heeft en tijdens centrifugeren beweegt. | Check product for defect and damage as the machine does not start, does not function, leaks, has heavy wear and detergent residues and moves during spinning. | ???? ?? ?????? ????? ??? ???? ??? ?? ?????? ?? ???? ??? ???? ???????? ??????? ?????? ??? ???? ??????? ???? ?????? ?????? ?????? ????? ?????.
8821055566184;8721161060062;;2950048946939;Grading;| Oplader/adapter defect, laadt niet of slecht op, telefoon kan niet opladen. | Charger/adapter defective, does not charge or charges poorly, phone cannot charge. | ??????/?????? ????? ?? ???? ?? ???? ???? ???? ?????? ?? ????? ?????. |
8821055566271;8718001915057;;;Grading;Twee VERSCHILLENDE armleuningen!
8821055566308;8720956602593;;;Grading;| Stoel gebroken, verkeerde kleur geleverd, zwaar beschadigd en onbruikbaar. | Chair broken, wrong color delivered, severely damaged and unusable. | ?????? ?????? ?? ????? ??? ????? ????? ???? ???? ???? ?????????. |
8821055566478;8720929478064;;;Grading;| Koffiemachine defect: water komt uit onderkant, cups passen niet, opvangplateau te klein, apparaat gebruikt/vies, waterinname inconsistent, barst in watertandje. | Coffee machine defective: water comes from bottom, cups do not fit, drip tray too small, device used/dirty, water intake inconsistent, crack in water spout. | ?????? ?????? ?????: ????? ???? ?? ??????? ??????? ?? ?????? ????? ??????? ????? ????? ?????? ??????/????? ???? ????? ??? ?????? ????? ?? ???? ?????. |
